place_id,name,is_spending_on_ads,reviews,can_claim,emails,phones,linkedin,twitter,facebook,youtube,instagram,main_category,categories,rating,address,link
ChIJjTVgsZabTDAR6-U-JJ8hj-Y,Restoran Api Api Ikan Bakar,FALSE,2265,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Seafood restaurant,Seafood restaurant,4.3,"Restoran Api Api Ikan Bakar, Jalan Dato Ali, Bukit Tok Po, 02000 Kuala Perlis, Perlis",https://www.google.com/maps/place/Restoran+Api+Api+Ikan+Bakar/data=!4m7!3m6!1s0x304c9b96b160358d:0xe68f219f243ee5eb!8m2!3d6.4084674!4d100.1413646!16s%2Fg%2F11bwsmmqpd!19sChIJjTVgsZabTDAR6-U-JJ8hj-Y?authuser=0&hl=en&rclk=1
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,FALSE,1672,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Restaurant,Restaurant,4.2,"Warung Tepi Sawah 2769, Kg Bohor Janggus, 01000 Kangar, Perlis",https://www.google.com/maps/place/Warung+Tepi+Sawah+2769/data=!4m7!3m6!1s0x304c9a26aca69ee7:0xc46260f98a11fc90!8m2!3d6.4496424!4d100.1650457!16s%2Fg%2F11f3263sby!19sChIJ556mrCaaTDARkPwRivlgYsQ?authuser=0&hl=en&rclk=1
ChIJ95T_kIObTDARPPyonBPvE9w,Hai Thien Seafood Restaurant Hai Tian Hai Xian ,FALSE,1506,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Seafood restaurant,Seafood restaurant,4.3,"Hai Thien Seafood Restaurant Hai Tian Hai Xian , Jalab Jeti Baru, 02000 Kuala Perlis, Perlis",https://www.google.com/maps/place/Hai+Thien+Seafood+Restaurant+%E6%B5%B7%E5%A4%A9%E6%B5%B7%E9%B2%9C/data=!4m7!3m6!1s0x304c9b8390ff94f7:0xdc13ef139ca8fc3c!8m2!3d6.3943201!4d100.1293651!16s%2Fg%2F1232ncjyp!19sChIJ95T_kIObTDARPPyonBPvE9w?authuser=0&hl=en&rclk=1
ChIJA6Tg97CZTDARrLf_05XOSZQ,Chortiez & Co,FALSE,1284,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Restaurant,"Restaurant, Beverage distributor, Cafe, Live music venue, Steak house",4.4,"Chortiez & Co, 5, Jalan Sena Indah, Taman Sena Indah, 01000 Kangar, Perlis",https://www.google.com/maps/place/Chortiez+%26+Co/data=!4m7!3m6!1s0x304c99b0f7e0a403:0x9449ce95d3ffb7ac!8m2!3d6.4464095!4d100.2057556!16s%2Fg%2F11c5bl94gh!19sChIJA6Tg97CZTDARrLf_05XOSZQ?authuser=0&hl=en&rclk=1
ChIJkfHPor-ZTDARFkESFovQjUc,Restoran Suri Masakan Melayu Asli,FALSE,1037,TRUE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Malay Restaurant,Malay Restaurant,4.5,"Restoran Suri Masakan Melayu Asli, Jalan Kampung Pondok, Kampung Pondok, 01000 Kangar, Perlis",https://www.google.com/maps/place/Restoran+Suri+Masakan+Melayu+Asli/data=!4m7!3m6!1s0x304c99bfa2cff191:0x478dd08b16124116!8m2!3d6.4526997!4d100.1946724!16s%2Fg%2F11b72btj2w!19sChIJkfHPor-ZTDARFkESFovQjUc?authuser=0&hl=en&rclk=1
ChIJ_TVumKiZTDARkz-KKzf0T2E,Tff Cafe,FALSE,937,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Cafe,Cafe,4.5,"Tff Cafe, Jalan Dahlia, Taman Ira, 01000 Kangar, Perlis",https://www.google.com/maps/place/Tff+Cafe/data=!4m7!3m6!1s0x304c99a8986e35fd:0x614ff4372b8a3f93!8m2!3d6.4367587!4d100.2046924!16s%2Fg%2F11c6zpmpq8!19sChIJ_TVumKiZTDARkz-KKzf0T2E?authuser=0&hl=en&rclk=1
ChIJVXZuWISZTDARgxzPRkmkMt0,Capati Labu Sayong & Nasi Gulai Panas,FALSE,737,TRUE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Restaurant,Restaurant,4.2,"Capati Labu Sayong & Nasi Gulai Panas, 26, Jalan Raja Syed Saffi, Kampung Bintong, 01000 Kangar, Perlis",https://www.google.com/maps/place/Capati+Labu+Sayong+%26+Nasi+Gulai+Panas/data=!4m7!3m6!1s0x304c9984586e7655:0xdd32a44946cf1c83!8m2!3d6.4408876!4d100.1789004!16s%2Fg%2F11bxfydl95!19sChIJVXZuWISZTDARgxzPRkmkMt0?authuser=0&hl=en&rclk=1
ChIJ9y8Ruf-YTDARnp8C3tBr1so,Dunia Yong Tau Foo Jalanan,FALSE,729,TRUE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Restaurant,Restaurant,4,"Dunia Yong Tau Foo Jalanan, Kampung Padang Behor, 01000 Kangar, Perlis",https://www.google.com/maps/place/Dunia+Yong+Tau+Foo+Jalanan/data=!4m7!3m6!1s0x304c98ffb9112ff7:0xcad66bd0de029f9e!8m2!3d6.4310834!4d100.216775!16s%2Fg%2F11b6jb36lv!19sChIJ9y8Ruf-YTDARnp8C3tBr1so?authuser=0&hl=en&rclk=1
ChIJo_mrMKCZTDARUnQ0fp90i5M,Pizza Hut Restaurant Kangar,FALSE,618,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Pizza restaurant,"Pizza restaurant, Fast food restaurant",4,"First Floor, Pizza Hut Restaurant Kangar, No. 26 & 28, Kanger, Jalan Bukit Lagi, 01000 Kangar, Perlis",https://www.google.com/maps/place/Pizza+Hut+Restaurant+Kangar/data=!4m7!3m6!1s0x304c99a030abf9a3:0x938b749f7e347452!8m2!3d6.435332!4d100.193754!16s%2Fg%2F1hc4wpvq8!19sChIJo_mrMKCZTDARUnQ0fp90i5M?authuser=0&hl=en&rclk=1
ChIJ9_mHRgCYTDARZHbGp16eHPA,Pokok Sawa,FALSE,561,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Asian restaurant,"Asian restaurant, Malay Restaurant, Southeast Asian restaurant",4.2,"Pokok Sawa, Kampung Kersik, Kampung Mata Ayer, 02500 Kangar, Perlis",https://www.google.com/maps/place/Pokok+Sawa/data=!4m7!3m6!1s0x304c98004687f9f7:0xf01c9e5ea7c67664!8m2!3d6.4724562!4d100.2580339!16s%2Fg%2F1v0bw1fk!19sChIJ9_mHRgCYTDARZHbGp16eHPA?authuser=0&hl=en&rclk=1
ChIJ_6bvtt2ZTDARSmZmDawdBAs,Bossku House,FALSE,485,TRUE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Restaurant,Restaurant,4.1,"Bossku House, Jalan, Persiaran Jubli Emas, Taman Pekeliling, 01000 Kangar, Perlis",https://www.google.com/maps/place/Bossku+House/data=!4m7!3m6!1s0x304c99ddb6efa6ff:0xb041dac0d66664a!8m2!3d6.4440036!4d100.2043445!16s%2Fg%2F11g3ty9dd8!19sChIJ_6bvtt2ZTDARSmZmDawdBAs?authuser=0&hl=en&rclk=1
ChIJpfXwTBeZTDARFBtuAKyWpcI,Koffee Kitchen,FALSE,377,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Cafe,Cafe,4.4,"Koffee Kitchen, 27, Exit Jalan Raja Syed Alwi, Kampung Guar Syed Alwi, 01000 Kangar, Perlis",https://www.google.com/maps/place/Koffee+Kitchen/data=!4m7!3m6!1s0x304c99174cf0f5a5:0xc2a596ac006e1b14!8m2!3d6.4172753!4d100.2030218!16s%2Fg%2F11c4688mk5!19sChIJpfXwTBeZTDARFBtuAKyWpcI?authuser=0&hl=en&rclk=1
ChIJAaQwctWZTDARTEJniM2R5n0,Restoran Sarang Burung,FALSE,357,TRUE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Malay Restaurant,Malay Restaurant,4.3,"Restoran Sarang Burung, 512, Jalan Kaki Bukit, Kampung Batu Dua, 01000 Kangar, Perlis",https://www.google.com/maps/place/Restoran+Sarang+Burung/data=!4m7!3m6!1s0x304c99d57230a401:0x7de691cd8867424c!8m2!3d6.4761163!4d100.2132251!16s%2Fg%2F1pv0rjbdr!19sChIJAaQwctWZTDARTEJniM2R5n0?authuser=0&hl=en&rclk=1
ChIJ8__293icTDARdKTPR3i7GE4,Warung Ikan Bakar 3557 & Western Food,FALSE,274,TRUE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Restaurant,Restaurant,3.8,"Warung Ikan Bakar 3557 & Western Food, Pekan Kuala Perlis, 02000 Kuala Perlis, Perlis",https://www.google.com/maps/place/Warung+Ikan+Bakar+3557+%26+Western+Food/data=!4m7!3m6!1s0x304c9c78f7f6fff3:0x4e18bb7847cfa474!8m2!3d6.3905718!4d100.1338614!16s%2Fg%2F11dym43kq4!19sChIJ8__293icTDARdKTPR3i7GE4?authuser=0&hl=en&rclk=1
ChIJ94AHIvyiTDARzXaQNrDUMII,Restoran Sri Pauh,FALSE,264,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Malay Restaurant,"Malay Restaurant, Asian fusion restaurant, Fast food restaurant",4.1,"Restoran Sri Pauh, 211, Jln Pauh Tmn Muda Asas, Pauh, 02600 Arau, Perlis",https://www.google.com/maps/place/Restoran+Sri+Pauh/data=!4m7!3m6!1s0x304ca2fc220780f7:0x8230d4b0369076cd!8m2!3d6.4356164!4d100.3004214!16s%2Fg%2F1q62dlmqt!19sChIJ94AHIvyiTDARzXaQNrDUMII?authuser=0&hl=en&rclk=1
ChIJ8yrWxQ6ZTDARreovWa-AFOM,Restoran Arrowana,FALSE,252,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Restaurant,Restaurant,4,"Restoran Arrowana, 25, Lorong Dua, Taman Perlis, 01000 Kangar, Perlis",https://www.google.com/maps/place/Restoran+Arrowana/data=!4m7!3m6!1s0x304c990ec5d62af3:0xe31480af592feaad!8m2!3d6.4271143!4d100.2000005!16s%2Fg%2F1hg4_3csd!19sChIJ8yrWxQ6ZTDARreovWa-AFOM?authuser=0&hl=en&rclk=1
ChIJL7JQQLaZTDARQw8W1sSEQAI,Mai Cafe,FALSE,226,TRUE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Restaurant,Restaurant,4,"Mai Cafe, No.10 Komplek Perniagaan Masjid Persiaran Tuanku Syed Putra, Jalan Kaki Bukit, 01000 Kangar, Perlis",https://www.google.com/maps/place/Mai+Cafe/data=!4m7!3m6!1s0x304c99b64050b22f:0x24084c4d6160f43!8m2!3d6.4518944!4d100.2087212!16s%2Fg%2F1232t99tf!19sChIJL7JQQLaZTDARQw8W1sSEQAI?authuser=0&hl=en&rclk=1
ChIJ_f7DcDGYTDARKFEFifCVM8c,Lapaq Cafe & Space,FALSE,223,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Restaurant,"Restaurant, Cafe",4.2,"Lapaq Cafe & Space, No. 8, Jalan Santan, Taman Putera Putri, 01000 Kangar, Perlis",https://www.google.com/maps/place/Lapaq+Cafe+%26+Space/data=!4m7!3m6!1s0x304c983170c3fefd:0xc73395f089055128!8m2!3d6.447639!4d100.2124773!16s%2Fg%2F11fxz9rk8v!19sChIJ_f7DcDGYTDARKFEFifCVM8c?authuser=0&hl=en&rclk=1
ChIJHXDAeweZTDARydLhwzpEik8,Big Tree Western Court,FALSE,172,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Restaurant,Restaurant,3.2,"Big Tree Western Court, Jambatan, Jalan Dato Wan Ahmad, Kampung Pengkalan Asam, 01000 Kangar, Perlis",https://www.google.com/maps/place/Big+Tree+Western+Court/data=!4m7!3m6!1s0x304c99077bc0701d:0x4f8a443ac3e1d2c9!8m2!3d6.4346756!4d100.1861905!16s%2Fg%2F11j1_r98q4!19sChIJHXDAeweZTDARydLhwzpEik8?authuser=0&hl=en&rclk=1
ChIJO9JU6LqZTDARmumUlCm3cdY,Bolehja Kitchen,FALSE,96,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Restaurant,Restaurant,4.6,"Bolehja Kitchen, PT 231-1 Jalan ke Titi Teras Kg, 01000 Kangar, Perlis",https://www.google.com/maps/place/Bolehja+Kitchen/data=!4m7!3m6!1s0x304c99bae854d23b:0xd671b7299494e99a!8m2!3d6.497236!4d100.2085351!16s%2Fg%2F11gy0g0g3r!19sChIJO9JU6LqZTDARmumUlCm3cdY?authuser=0&hl=en&rclk=1
ChIJ-RbA4haZTDARihQRyH5O-VU,Jamiran's Cafe,FALSE,92,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Asian restaurant,Asian restaurant,4.5,"Jamiran's Cafe, Kedai Makan Ishak Daud, Lot 5330, Jln Guar Syed Alwi, Kampung Guar Syed Alwi, 01000 Kangar, Perlis",https://www.google.com/maps/place/Jamiran%27s+Cafe/data=!4m7!3m6!1s0x304c9916e2c016f9:0x55f94e7ec811148a!8m2!3d6.4157904!4d100.2019302!16s%2Fg%2F11bzs20m04!19sChIJ-RbA4haZTDARihQRyH5O-VU?authuser=0&hl=en&rclk=1
ChIJd4yZ_LyXTDARtFo0IFJKEUQ,Rumah Makan Cafe,FALSE,85,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Restaurant,Restaurant,4.2,"Rumah Makan Cafe, Lot 1170, Jalan Kaki Bukit, Kampung Paya, 01000 Kangar, Perlis",https://www.google.com/maps/place/Rumah+Makan+Cafe/data=!4m7!3m6!1s0x304c97bcfc998c77:0x44114a5220345ab4!8m2!3d6.4925787!4d100.2194903!16s%2Fg%2F11kd5qx48x!19sChIJd4yZ_LyXTDARtFo0IFJKEUQ?authuser=0&hl=en&rclk=1
ChIJ4RZwg_6iTDAR1zl9W7Li9Xc,An Ke An Di Cha Can Shi ,FALSE,77,TRUE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Restaurant,Restaurant,4.3,"An Ke An Di Cha Can Shi , Pauh, 02600 Arau, Perlis",https://www.google.com/maps/place/%E5%AE%89%E5%8F%AF%E5%AE%89%E5%A8%A3%E8%8C%B6%E9%A4%90%E5%AE%A4/data=!4m7!3m6!1s0x304ca2fe837016e1:0x77f5e2b25b7d39d7!8m2!3d6.4361397!4d100.3015635!16s%2Fg%2F11dxl6vz_z!19sChIJ4RZwg_6iTDAR1zl9W7Li9Xc?authuser=0&hl=en&rclk=1
ChIJkacAQ6eZTDAR5D5MihUoswM,Blanja Cafe 2,FALSE,55,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Korean restaurant,"Korean restaurant, Nasi restaurant",4.1,"Blanja Cafe 2, No.18, taman pertiwi indah, Kampung Seriap, 01000 Kangar, Perlis",https://www.google.com/maps/place/Blanja+Cafe+2/data=!4m7!3m6!1s0x304c99a74300a791:0x3b328158a4c3ee4!8m2!3d6.4150607!4d100.1826417!16s%2Fg%2F11q3rj5tx1!19sChIJkacAQ6eZTDAR5D5MihUoswM?authuser=0&hl=en&rclk=1
ChIJi_oxl-mZTDARjT-zBCPzbeg,PORT Kitchen,FALSE,48,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Korean restaurant,Korean restaurant,3.8,"PORT Kitchen, 1, Jalan 11, Jalan Raja Muda, Taman Aman, 01000 Kangar, Perlis",https://www.google.com/maps/place/PORT+Kitchen/data=!4m7!3m6!1s0x304c99e99731fa8b:0xe86df32304b33f8d!8m2!3d6.4477466!4d100.1809772!16s%2Fg%2F11h4tn0d82!19sChIJi_oxl-mZTDARjT-zBCPzbeg?authuser=0&hl=en&rclk=1
ChIJL_QTJi6ZTDAR0IQCLG2bOlw,BengLaksa Perlis,FALSE,35,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Restaurant,Restaurant,4.8,"BengLaksa Perlis, 145, Jalan Raja Syed Alwi, Taman Perlis, 01000 Kangar, Perlis",https://www.google.com/maps/place/BengLaksa+Perlis/data=!4m7!3m6!1s0x304c992e2613f42f:0x5c3a9b6d2c0284d0!8m2!3d6.4262554!4d100.1970941!16s%2Fg%2F11ny3qw56t!19sChIJL_QTJi6ZTDAR0IQCLG2bOlw?authuser=0&hl=en&rclk=1
ChIJcWnSJc-bTDARznFqLiUS1fQ,Khalipah Cafe,FALSE,32,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Restaurant,Restaurant,3.9,"Khalipah Cafe, Lot 99, Taman Semarak, 02000 Kuala Perlis, Perlis",https://www.google.com/maps/place/Khalipah+Cafe/data=!4m7!3m6!1s0x304c9bcf25d26971:0xf4d512252e6a71ce!8m2!3d6.3958356!4d100.1436432!16s%2Fg%2F11nnlfcwmc!19sChIJcWnSJc-bTDARznFqLiUS1fQ?authuser=0&hl=en&rclk=1
ChIJ1-pggo2ZTDARctiRfLSeTb4,D Buluh Perindu Empire Restaurant,FALSE,25,TRUE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Restaurant,"Restaurant, Family restaurant",4.2,"D Buluh Perindu Empire Restaurant, Lot 2413, Kampung Batu Hampar, 01000 Kangar, Perlis",https://www.google.com/maps/place/D+Buluh+Perindu+Empire+Restaurant/data=!4m7!3m6!1s0x304c998d8260ead7:0xbe4d9eb47c91d872!8m2!3d6.4145808!4d100.1856931!16s%2Fg%2F11lh6gy3bp!19sChIJ1-pggo2ZTDARctiRfLSeTb4?authuser=0&hl=en&rclk=1
ChIJR4HZ1USXTDARzqYde_hq3X4,De Santan Cafe,FALSE,19,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Western restaurant,Western restaurant,4.4,"De Santan Cafe, Kampung Padang, 01000 Kangar, Perlis",https://www.google.com/maps/place/De+Santan+Cafe/data=!4m7!3m6!1s0x304c9744d5d98147:0x7edd6af87b1da6ce!8m2!3d6.4763209!4d100.2308189!16s%2Fg%2F11ncmg_lxn!19sChIJR4HZ1USXTDARzqYde_hq3X4?authuser=0&hl=en&rclk=1
ChIJYcwYHGiYTDARxMx_A0jNZMo,Azylia Cafe Food Delivery Jejawi Perlis,FALSE,15,TRUE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Cafe,"Cafe, Malay Restaurant",3.6,"Azylia Cafe Food Delivery Jejawi Perlis, Hadapan ECO RM2 A16-A18 02600, Persiaran Jubli Emas, Kampung Behor Pisang, 02600 Kangar, Perlis",https://www.google.com/maps/place/Azylia+Cafe+Food+Delivery+Jejawi+Perlis/data=!4m7!3m6!1s0x304c98681c18cc61:0xca64cd48037fccc4!8m2!3d6.4444134!4d100.2377718!16s%2Fg%2F11clyzvkj4!19sChIJYcwYHGiYTDARxMx_A0jNZMo?authuser=0&hl=en&rclk=1
ChIJ64mAfYibTDARyOsqKUf0YWg,Maison Fusion Delights,FALSE,15,TRUE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Western restaurant,Western restaurant,3.9,"Maison Fusion Delights, Batu 6 3/4 Kuala Perlis, Pekan Kuala Perlis, 02000 Kangar, Perlis",https://www.google.com/maps/place/Maison+Fusion+Delights/data=!4m7!3m6!1s0x304c9b887d8089eb:0x6861f447292aebc8!8m2!3d6.3951226!4d100.137186!16s%2Fg%2F11f1275bm2!19sChIJ64mAfYibTDARyOsqKUf0YWg?authuser=0&hl=en&rclk=1
ChIJ2_XmzrqZTDARpe1_-f0tCj8,Mums Yeyish Cafe,FALSE,8,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Cafe,"Cafe, Dessert restaurant",4.5,"Mums Yeyish Cafe, Mums Yeyish Cafe Laytac Auto Sdn Bhd, 1, Persiaran Jubli Emas, Jalan Kangar, 01000 Kangar, Perlis",https://www.google.com/maps/place/Mums+Yeyish+Cafe/data=!4m7!3m6!1s0x304c99bacee6f5db:0x3f0a2dfdf97feda5!8m2!3d6.4374652!4d100.1917401!16s%2Fg%2F11j0qcl1mj!19sChIJ2_XmzrqZTDARpe1_-f0tCj8?authuser=0&hl=en&rclk=1
