place_id,name,is_spending_on_ads,reviews,can_claim,emails,phones,linkedin,twitter,facebook,youtube,instagram,main_category,categories,rating,address,link
ChIJT6aQloOZTDAR5-UELKnr-Ww,The Houze Cafe,FALSE,6,TRUE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Western restaurant,Western restaurant,4.8,"The Houze Cafe, No 3, Jalan Serunai, Pusat Bandar Kangar, 01000 Kangar, Perlis",https://www.google.com/maps/place/The+Houze+Cafe/data=!4m7!3m6!1s0x304c99839690a64f:0x6cf9eba92c04e5e7!8m2!3d6.4366944!4d100.1937183!16s%2Fg%2F11v5wm39mh!19sChIJT6aQloOZTDAR5-UELKnr-Ww?authuser=0&hl=en&rclk=1
ChIJHR5ecc2ZTDAROR-4hzMKtUE,Tapak@Kangar,FALSE,4,FALSE,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Provide API Key,Restaurant,"Restaurant, Asian restaurant",5,"Tapak@Kangar, Km2, Jalan Kaki Bukit, Kampung Baharu, 01000 Kangar, Perlis",https://www.google.com/maps/place/Tapak@Kangar/data=!4m7!3m6!1s0x304c99cd715e1e1d:0x41b50a3387b81f39!8m2!3d6.4542941!4d100.2065301!16s%2Fg%2F11rwvrlw24!19sChIJHR5ecc2ZTDAROR-4hzMKtUE?authuser=0&hl=en&rclk=1
ChIJtfMUS_6YTDARxEs8tjLhvAg,Anjung Keli,FALSE,2457,FALSE,,,,,,,,Malay Restaurant,Malay Restaurant,4.4,"Anjung Keli, Medan Sri Pulai,, Jalan Behor Pulai, 01000 Kangar, Perlis",https://www.google.com/maps/place/Anjung+Keli/data=!4m7!3m6!1s0x304c98fe4b14f3b5:0x8bce132b63c4bc4!8m2!3d6.429817!4d100.2169813!16s%2Fg%2F1tkrcbmh!19sChIJtfMUS_6YTDARxEs8tjLhvAg?authuser=0&hl=en&rclk=1
ChIJKUh5RmOiTDART_LUKyslU6E,Nasi Kandar Yasmeen Arau,FALSE,2009,TRUE,,,,,,,,Indian Muslim restaurant,Indian Muslim restaurant,4.1,"Nasi Kandar Yasmeen Arau, Bandar Diraja, 02600 Arau, Perlis",https://www.google.com/maps/place/Nasi+Kandar+Yasmeen+Arau/data=!4m7!3m6!1s0x304ca26346794829:0xa153252b2bd4f24f!8m2!3d6.4276352!4d100.2723657!16s%2Fg%2F11bwm3slpx!19sChIJKUh5RmOiTDART_LUKyslU6E?authuser=0&hl=en&rclk=1
ChIJSS-Gm4abTDARQBJkY9DcN0c,Restaurant Kak Su Laksa,FALSE,1436,FALSE,,,,,,,,Restaurant,Restaurant,4,"Restaurant Kak Su Laksa, 97,Lorong Siakap 1, Jalan Kuala Perlis, 02000 Kuala Perlis, Perlis",https://www.google.com/maps/place/Restaurant+Kak+Su+Laksa/data=!4m7!3m6!1s0x304c9b869b862f49:0x4737dcd063641240!8m2!3d6.397484!4d100.1326286!16s%2Fg%2F12qfhrd24!19sChIJSS-Gm4abTDARQBJkY9DcN0c?authuser=0&hl=en&rclk=1
ChIJo8bkzC6aTDAReTlkOn9CdVA,Ana Burger D' Cafe,FALSE,1348,TRUE,,,,,,,,Restaurant,"Restaurant, Cafe",4,"Ana Burger D' Cafe, Jalan Raja Syed Saffi, Kampung Jarak, 01000 Kangar, Perlis",https://www.google.com/maps/place/Ana+Burger+D%E2%80%99+Cafe/data=!4m7!3m6!1s0x304c9a2ecce4c6a3:0x5075427f3a643979!8m2!3d6.440735!4d100.1645945!16s%2Fg%2F11bw1w9yzf!19sChIJo8bkzC6aTDAReTlkOn9CdVA?authuser=0&hl=en&rclk=1
ChIJQXz41FOZTDAR0AjcoWRjhkQ,Restoran Mee Zdin,FALSE,672,TRUE,,,,,,,,Noodle shop,"Noodle shop, Breakfast restaurant",4.4,"Restoran Mee Zdin, Depan sek ren kayang bohor lateh(jalan lama ke, Kuala Perlis",https://www.google.com/maps/place/Restoran+Mee+Zdin/data=!4m7!3m6!1s0x304c9953d4f87c41:0x44866364a1dc08d0!8m2!3d6.3962271!4d100.1783447!16s%2Fg%2F11c3k2w5bh!19sChIJQXz41FOZTDAR0AjcoWRjhkQ?authuser=0&hl=en&rclk=1
ChIJAW3Q6ISbTDARDmmu_18V_Wg,Restoran Nelayan,FALSE,615,TRUE,,,,,,,,Seafood restaurant,"Seafood restaurant, Restaurant",3.4,"Restoran Nelayan, Pekan Kuala Perlis, 02000 Kuala Perlis, Perlis",https://www.google.com/maps/place/Restoran+Nelayan/data=!4m7!3m6!1s0x304c9b84e8d06d01:0x68fd155fffae690e!8m2!3d6.4014668!4d100.1329806!16s%2Fg%2F1hc28_nyx!19sChIJAW3Q6ISbTDARDmmu_18V_Wg?authuser=0&hl=en&rclk=1
ChIJHVxGe5mXTDARqxaWFkjqmNQ,Ngulang Kopitiam,FALSE,503,FALSE,,,,,,,,Family restaurant,Family restaurant,4,"Ngulang Kopitiam, 410, Jalan Jejawi-Tok Kayaman, 01000 Kangar, Perlis",https://www.google.com/maps/place/Ngulang+Kopitiam/data=!4m7!3m6!1s0x304c97997b465c1d:0xd498ea48169616ab!8m2!3d6.4824303!4d100.2478131!16s%2Fg%2F11rncpvvtr!19sChIJHVxGe5mXTDARqxaWFkjqmNQ?authuser=0&hl=en&rclk=1
ChIJg4T5_oCbTDARHNtgDPyEJ0w,LIZAMAT IKAN BAKAR KOLA,FALSE,460,FALSE,,,,,,,,Restaurant,Restaurant,4,"LIZAMAT IKAN BAKAR KOLA, LOT 7 & 8, KOMPLEKS MAKANAN LAUT (KOMALAUT), JALAN KUALA PERLIS,, Jalan Kuala Perlis, Pekan Kuala Perlis, 02000 Kuala Perlis, Perlis",https://www.google.com/maps/place/LIZAMAT+IKAN+BAKAR+KOLA/data=!4m7!3m6!1s0x304c9b80fef98483:0x4c2784fc0c60db1c!8m2!3d6.3943723!4d100.1305179!16s%2Fg%2F11clw31tkq!19sChIJg4T5_oCbTDARHNtgDPyEJ0w?authuser=0&hl=en&rclk=1
ChIJw3b_r7eZTDAR_1CFCOFvATw,Anissa Kitchen,FALSE,408,FALSE,,,,,,,,Restaurant,Restaurant,3.9,"Anissa Kitchen, Persiaran Budi, Jalan Kaki Bukit, Taman Guru Jaya, 01000 Kangar, Perlis",https://www.google.com/maps/place/Anissa+Kitchen/data=!4m7!3m6!1s0x304c99b7afff76c3:0x3c016fe1088550ff!8m2!3d6.4520039!4d100.2057467!16s%2Fg%2F11d_tl18p7!19sChIJw3b_r7eZTDAR_1CFCOFvATw?authuser=0&hl=en&rclk=1
ChIJtUfe7qOZTDARu0VQTvhnLpY,Restoran Maju Ahammad,FALSE,387,TRUE,,,,,,,,Restaurant,Restaurant,3.5,"Restoran Maju Ahammad, Lorong Pokok Sena, Kampung Tok Peduka, 01000 Kangar, Perlis",https://www.google.com/maps/place/Restoran+Maju+Ahammad/data=!4m7!3m6!1s0x304c99a3eede47b5:0x962e67f84e5045bb!8m2!3d6.4393654!4d100.1973738!16s%2Fg%2F11cjhqxj7y!19sChIJtUfe7qOZTDARu0VQTvhnLpY?authuser=0&hl=en&rclk=1
ChIJSS4edrGZTDARdXFmpQx3pcw,Bomaq Cafe,FALSE,312,TRUE,,,,,,,,Bistro,Bistro,4.1,"Bomaq Cafe, 130, Persiaran Jubli Emas, Perlis, Malaysia, 01000 Kangar",https://www.google.com/maps/place/Bomaq+Cafe/data=!4m7!3m6!1s0x304c99b1761e2e49:0xcca5770ca5667175!8m2!3d6.4400638!4d100.1985585!16s%2Fg%2F1pzvzztxx!19sChIJSS4edrGZTDARdXFmpQx3pcw?authuser=0&hl=en&rclk=1
ChIJd5AfoqiZTDARsgqun5FpmfI,The Kabin,FALSE,285,TRUE,,,,,,,,Restaurant,Restaurant,4,"The Kabin, lot 93, Jalan Kampung Bakau - Padang Behor, Kampung Bukit Lagi, 01000 Kangar, Perlis",https://www.google.com/maps/place/The+Kabin/data=!4m7!3m6!1s0x304c99a8a21f9077:0xf29969919fae0ab2!8m2!3d6.4329333!4d100.1979886!16s%2Fg%2F11hy_p8rlz!19sChIJd5AfoqiZTDARsgqun5FpmfI?authuser=0&hl=en&rclk=1
ChIJhTsX74ebTDARsA5ug9Kx7dU,Sadiah Cafe,FALSE,277,FALSE,,,,,,,,Restaurant,Restaurant,4.1,"Sadiah Cafe, Lot 843, Jalan Wang Ulu, 01000 Kangar, Perlis",https://www.google.com/maps/place/Sadiah+Cafe/data=!4m7!3m6!1s0x304c9b87ef173b85:0xd5edb1d2836e0eb0!8m2!3d6.4593246!4d100.1635164!16s%2Fg%2F11tb3r5l4w!19sChIJhTsX74ebTDARsA5ug9Kx7dU?authuser=0&hl=en&rclk=1
ChIJKfyjPYuXTDARwsBz75Ta_ek,D' Qrua Thai Cuisine,FALSE,256,TRUE,,,,,,,,Family restaurant,Family restaurant,4,"D' Qrua Thai Cuisine, Jalan Kaki Bukit, Kampung Padang Pauh, 01000 Kangar, Perlis",https://www.google.com/maps/place/D%27+Qrua+Thai+Cuisine/data=!4m7!3m6!1s0x304c978b3da3fc29:0xe9fdda94ef73c0c2!8m2!3d6.489722!4d100.2172601!16s%2Fg%2F11h0mjpj57!19sChIJKfyjPYuXTDARwsBz75Ta_ek?authuser=0&hl=en&rclk=1
ChIJMy-q50yYTDARmY_ZxpErx-8,Nasi Ganja Repoh (dekat RPA),FALSE,255,TRUE,,,,,,,,Restaurant,Restaurant,4.2,"Nasi Ganja Repoh (dekat RPA), 703A, Persiaran Jubli Emas, Kampung Tanjong Gorah, 01000 Kangar, Perlis",https://www.google.com/maps/place/Nasi+Ganja+Repoh+%28dekat+RPA%29/data=!4m7!3m6!1s0x304c984ce7aa2f33:0xefc72b91c6d98f99!8m2!3d6.4463781!4d100.2169422!16s%2Fg%2F11clvnh4vd!19sChIJMy-q50yYTDARmY_ZxpErx-8?authuser=0&hl=en&rclk=1
ChIJeSYdimmZTDARwils_Zz0HtM,Kedai Ikan Bakar Perlis Qaseh,FALSE,254,TRUE,,,,,,,,Seafood restaurant,Seafood restaurant,3.9,"Kedai Ikan Bakar Perlis Qaseh, Kampung Bintong, 01000 Kangar, Perlis",https://www.google.com/maps/place/Kedai+Ikan+Bakar+Perlis+Qaseh/data=!4m7!3m6!1s0x304c99698a1d2679:0xd31ef49cfd6c29c2!8m2!3d6.440834!4d100.1799485!16s%2Fg%2F11c32814cc!19sChIJeSYdimmZTDARwils_Zz0HtM?authuser=0&hl=en&rclk=1
ChIJJ6JYL2WbTDARzBQRHZJwMC0,Asputra Ikan Bakar Kuala Perlis,FALSE,207,FALSE,,,,,,,,Ikan bakar restaurant,Ikan bakar restaurant,4.3,"Asputra Ikan Bakar Kuala Perlis, Batu 6 3/4, Jalan Kuala Perlis, Pekan Kuala Perlis, 02000 Kuala Perlis, Perlis",https://www.google.com/maps/place/Asputra+Ikan+Bakar+Kuala+Perlis/data=!4m7!3m6!1s0x304c9b652f58a227:0x2d3070921d1114cc!8m2!3d6.3951237!4d100.137187!16s%2Fg%2F11fp1ds1xq!19sChIJJ6JYL2WbTDARzBQRHZJwMC0?authuser=0&hl=en&rclk=1
ChIJw3Rrh7ybTDARnGNDnf5in_4,Koria Restaurant,FALSE,201,TRUE,,,,,,,,Restaurant,Restaurant,3.9,"Koria Restaurant, 02000 Kuala Perlis, Perlis",https://www.google.com/maps/place/Koria+Restaurant/data=!4m7!3m6!1s0x304c9bbc876b74c3:0xfe9f62fe9d43639c!8m2!3d6.4182502!4d100.1394394!16s%2Fg%2F11c1l5qp_z!19sChIJw3Rrh7ybTDARnGNDnf5in_4?authuser=0&hl=en&rclk=1
ChIJTe6y0I-bTDARpsES6jhaC-I,Azrina Gulai Panas,FALSE,167,TRUE,,,,,,,,Restaurant,Restaurant,4.3,"Azrina Gulai Panas, 02000 Kuala Perlis, Perlis",https://www.google.com/maps/place/Azrina+Gulai+Panas/data=!4m7!3m6!1s0x304c9b8fd0b2ee4d:0xe20b5a38ea12c1a6!8m2!3d6.4025138!4d100.1388054!16s%2Fg%2F11ckr54b20!19sChIJTe6y0I-bTDARpsES6jhaC-I?authuser=0&hl=en&rclk=1
ChIJkUdjeHCcTDARi46mcKjKeNQ,Persisiran Pantai Kuala Perlis,FALSE,167,TRUE,,,,,,,,Restaurant,Restaurant,4.1,"94JQ+47 Persisiran Pantai Kuala Perlis, R152, 02000 Kuala Perlis, Perlis",https://www.google.com/maps/place/Persisiran+Pantai+Kuala+Perlis/data=!4m7!3m6!1s0x304c9c7078634791:0xd478caa870a68e8b!8m2!3d6.3840903!4d100.1367636!16s%2Fg%2F11c1tcvq9f!19sChIJkUdjeHCcTDARi46mcKjKeNQ?authuser=0&hl=en&rclk=1
ChIJiauS_YObTDAR2BaCHiM1bhg,Nur Kasih Restaurant,FALSE,163,FALSE,,,,,,,,Restaurant,Restaurant,4.2,"Nur Kasih Restaurant, 71, Jalan Siakap Satu, Pekan Kuala Perlis, 02000 Kuala Perlis, Perlis",https://www.google.com/maps/place/Nur+Kasih+Restaurant/data=!4m7!3m6!1s0x304c9b83fd92ab89:0x186e35231e8216d8!8m2!3d6.3977356!4d100.1332693!16s%2Fg%2F11cs3jr78t!19sChIJiauS_YObTDAR2BaCHiM1bhg?authuser=0&hl=en&rclk=1
ChIJTyHPyZGZTDARuydJffYf3cQ,Pelo Kitchen Yibin Food and Beverages,FALSE,150,TRUE,,,,,,,,Chinese restaurant,Chinese restaurant,4.3,"Kangar, Taman Pengkalan Asam, Jalan Kangar - Alor Setar, 315,Tingkat Bawah,Perlis 01000 Jia Yang Bo Li Shi Pelo Kitchen Yibin Food and BeveragesYou Zheng Bian Ma : 01000",https://www.google.com/maps/place/Pelo+Kitchen+Yibin+Food+and+Beverages/data=!4m7!3m6!1s0x304c9991c9cf214f:0xc4dd1ff67d4927bb!8m2!3d6.4347848!4d100.1877105!16s%2Fg%2F11ghnfzs27!19sChIJTyHPyZGZTDARuydJffYf3cQ?authuser=0&hl=en&rclk=1
ChIJyfqvkyWjTDARAGZOZYc5vvA,The Bunker,FALSE,148,TRUE,,,,,,,,Restaurant,Restaurant,4.1,"The Bunker, Lot 8330, Jalan, Kampung Batas Liku, Arau, 02600 Arau, Perlis",https://www.google.com/maps/place/The+Bunker/data=!4m7!3m6!1s0x304ca32593affac9:0xf0be3987654e6600!8m2!3d6.4446408!4d100.2648112!16s%2Fg%2F11kj_mfn93!19sChIJyfqvkyWjTDARAGZOZYc5vvA?authuser=0&hl=en&rclk=1
ChIJ2QLa_XWZTDARipPbXcyRjaU,Restaurant Idaman Ayu Ceria 2,FALSE,139,TRUE,,,,,,,,Thai restaurant,Thai restaurant,4,"Restaurant Idaman Ayu Ceria 2, Taman Mutiara, 01000 Kangar, Perlis",https://www.google.com/maps/place/Restaurant+Idaman+Ayu+Ceria+2/data=!4m7!3m6!1s0x304c9975fdda02d9:0xa58d91cc5ddb938a!8m2!3d6.4330984!4d100.1872687!16s%2Fg%2F11c30vd4yj!19sChIJ2QLa_XWZTDARipPbXcyRjaU?authuser=0&hl=en&rclk=1
ChIJrZmYip-ZTDAReepeAk2UcfI,Ah Beng Laksa,FALSE,136,FALSE,,,,,,,,Restaurant,"Restaurant, Chinese noodle restaurant",4.4,"Ah Beng Laksa, 145, Jalan Raja Syed Alwi, Taman Perlis, 01000 Kangar, Perlis",https://www.google.com/maps/place/Ah+Beng+Laksa/data=!4m7!3m6!1s0x304c999f8a9899ad:0xf271944d025eea79!8m2!3d6.4262622!4d100.1971054!16s%2Fg%2F1hg4y682z!19sChIJrZmYip-ZTDAReepeAk2UcfI?authuser=0&hl=en&rclk=1
ChIJ3bHlBp-ZTDARVXFwZliEq9w,Golden Triangle Seafood Restaurant,FALSE,130,TRUE,,,,,,,,Chinese restaurant,Chinese restaurant,4.1,"Golden Triangle Seafood Restaurant, 308, Jalan Kangar - Alor Setar, Taman Mutiara, 01000 Kangar, Perlis",https://www.google.com/maps/place/Golden+Triangle+Seafood+Restaurant/data=!4m7!3m6!1s0x304c999f06e5b1dd:0xdcab845866707155!8m2!3d6.4353221!4d100.1885366!16s%2Fg%2F11c6smwy88!19sChIJ3bHlBp-ZTDARVXFwZliEq9w?authuser=0&hl=en&rclk=1
ChIJxbaO96WZTDARes1CanETO1A,Noor Malabari,FALSE,109,TRUE,,,,,,,,Indian Muslim restaurant,Indian Muslim restaurant,4.3,"Noor Malabari, LOT 4968, Taman Ira, 01000 Kangar, Perlis",https://www.google.com/maps/place/Noor+Malabari/data=!4m7!3m6!1s0x304c99a5f78eb6c5:0x503b13716a42cd7a!8m2!3d6.4388632!4d100.2038205!16s%2Fg%2F11cnbw85vf!19sChIJxbaO96WZTDARes1CanETO1A?authuser=0&hl=en&rclk=1
ChIJYzbdn-2ZTDARgYWjzL3RA0M,Warung Balun,FALSE,107,TRUE,,,,,,,,Restaurant,Restaurant,4.1,"Warung Balun, 1f, Jalan Raja Syed Alwi, Pusat Bandar Kangar, 01000 Kangar, Perlis",https://www.google.com/maps/place/Warung+Balun/data=!4m7!3m6!1s0x304c99ed9fdd3663:0x4303d1bdcca38581!8m2!3d6.4350753!4d100.1961195!16s%2Fg%2F11qg1fmd96!19sChIJYzbdn-2ZTDARgYWjzL3RA0M?authuser=0&hl=en&rclk=1
ChIJR4ikeI6bTDARpyNVoTz2G2Y,Don Corner Sup Thai dan Laksa Kuala Perlis,FALSE,102,FALSE,,,,,,,,Cafe,"Cafe, Breakfast restaurant",4.2,"Don Corner Sup Thai dan Laksa Kuala Perlis, Jalan Bukit Kubu, Taman Peladang Jaya, 02000 Kuala Perlis, Perlis",https://www.google.com/maps/place/Don+Corner+Sup+Thai+dan+Laksa+Kuala+Perlis/data=!4m7!3m6!1s0x304c9b8e78a48847:0x661bf63ca15523a7!8m2!3d6.400626!4d100.142284!16s%2Fg%2F11dxg5w7vt!19sChIJR4ikeI6bTDARpyNVoTz2G2Y?authuser=0&hl=en&rclk=1
ChIJyc53VleZTDARDI02lzYx2tw,CHE TA CORNERS,FALSE,95,FALSE,,,,,,,,Restaurant,Restaurant,3.6,"CHE TA CORNERS, 2, Jalan Kangar - Alor Setar, Taman Jati Diri, 01000 Kangar, Perlis",https://www.google.com/maps/place/CHE+TA+CORNERS/data=!4m7!3m6!1s0x304c99575677cec9:0xdcda313697368d0c!8m2!3d6.4314548!4d100.1860039!16s%2Fg%2F11h70p5kbq!19sChIJyc53VleZTDARDI02lzYx2tw?authuser=0&hl=en&rclk=1
ChIJTdnmXL-ZTDARTV7Uc2mB7_8,Eighty Nine Celcius Perlis,FALSE,84,FALSE,,,,,,,,Western restaurant,"Western restaurant, Cafe, Caterer, Chicken restaurant",4.7,"Eighty Nine Celcius Perlis, 10, Jalan Kurong Batang, Kampung Telok Jambu, 01000 Kangar, Perlis",https://www.google.com/maps/place/Eighty+Nine+Celcius+Perlis/data=!4m7!3m6!1s0x304c99bf5ce6d94d:0xffef816973d45e4d!8m2!3d6.4522117!4d100.1782306!16s%2Fg%2F11t5qq6__0!19sChIJTdnmXL-ZTDARTV7Uc2mB7_8?authuser=0&hl=en&rclk=1
ChIJgWR0iaWZTDARmJvY7BWo5Ak,Fairy Le Phenomenal,FALSE,70,FALSE,,,,,,,,Restaurant,Restaurant,4.1,"Fairy Le Phenomenal, 1, Jalan Kangar - Alor Setar, Pusat Bandar Kangar, 01000 Kangar, Perlis",https://www.google.com/maps/place/Fairy+Le+Phenomenal/data=!4m7!3m6!1s0x304c99a589746481:0x9e4a815ecd89b98!8m2!3d6.4374902!4d100.1926298!16s%2Fg%2F11qn4z081c!19sChIJgWR0iaWZTDARmJvY7BWo5Ak?authuser=0&hl=en&rclk=1
ChIJCa2ZdGu9TDAR-fcgHJFCKis,Laman Kafe,FALSE,65,FALSE,,,,,,,,Restaurant,Restaurant,4.3,"Laman Kafe, 02500 Kangar, Perlis",https://www.google.com/maps/place/Laman+Kafe/data=!4m7!3m6!1s0x304cbd6b7499ad09:0x2b2a42911c20f7f9!8m2!3d6.4986505!4d100.2799911!16s%2Fg%2F11gf5s_bgp!19sChIJCa2ZdGu9TDAR-fcgHJFCKis?authuser=0&hl=en&rclk=1
ChIJV5lkcHGZTDARZP7jhzGiNPg,Nyorok cafe perlis,FALSE,65,FALSE,,,,,,,,Cafe,"Cafe, Breakfast restaurant, Diner",4,"Nyorok cafe perlis, Dataran dato sheikh ahmad, Jalan tun razak, 01000 Kangar, Perlis",https://www.google.com/maps/place/Nyorok+cafe+perlis/data=!4m7!3m6!1s0x304c997170649957:0xf834a23187e3fe64!8m2!3d6.4378739!4d100.1897428!16s%2Fg%2F11vc6mlbf4!19sChIJV5lkcHGZTDARZP7jhzGiNPg?authuser=0&hl=en&rclk=1
ChIJvUmJqYGbTDARJPFYzQVeY4c,"Medan Ikan Bakar, Jeti Kuala Perlis",FALSE,61,TRUE,,,,,,,,Restaurant,Restaurant,3.7,"Medan Ikan Bakar, Jeti Kuala Perlis, Pekan Kuala Perlis, 02000 Kuala Perlis, Perlis","https://www.google.com/maps/place/Medan+Ikan+Bakar,+Jeti+Kuala+Perlis/data=!4m7!3m6!1s0x304c9b81a98949bd:0x87635e05cd58f124!8m2!3d6.3984456!4d100.1295817!16s%2Fg%2F11dxkt3sj4!19sChIJvUmJqYGbTDARJPFYzQVeY4c?authuser=0&hl=en&rclk=1"
ChIJIXDexqGZTDAR-vIPUEMfhHs,Restaurant Ariffin,FALSE,61,TRUE,,,,,,,,Restaurant,Restaurant,4.3,"Restaurant Ariffin, 2-14, Jalan Seruling, Pusat Bandar Kangar, 01000 Kangar, Perlis",https://www.google.com/maps/place/Restaurant+Ariffin/data=!4m7!3m6!1s0x304c99a1c6de7021:0x7b841f43500ff2fa!8m2!3d6.4366593!4d100.1937408!16s%2Fg%2F11g7_b9ky4!19sChIJIXDexqGZTDAR-vIPUEMfhHs?authuser=0&hl=en&rclk=1
ChIJV1BMH4mZTDARLQxbGANBSWQ,Arab Kitchen Perlis,FALSE,53,FALSE,,,,,,,,Restaurant,"Restaurant, Family restaurant",3.8,"Arab Kitchen Perlis, Jalan Tuanku Syed Putra, Kampung Alor Pulai, 01000 Kangar, Perlis",https://www.google.com/maps/place/Arab+Kitchen+Perlis/data=!4m7!3m6!1s0x304c99891f4c5057:0x64494103185b0c2d!8m2!3d6.4159866!4d100.1835108!16s%2Fg%2F11k499sfvs!19sChIJV1BMH4mZTDARLQxbGANBSWQ?authuser=0&hl=en&rclk=1
ChIJ-7CgeFGZTDARwjDi8kz9V9w,Arang Kitchen,FALSE,52,FALSE,,,,,,,,Restaurant,Restaurant,4.6,"Arang Kitchen, 56, Jalan Sekolah Derma, Pusat Bandar Kangar, 01000 Kangar, Perlis",https://www.google.com/maps/place/Arang+Kitchen/data=!4m7!3m6!1s0x304c995178a0b0fb:0xdc57fd4cf2e230c2!8m2!3d6.4453733!4d100.1996677!16s%2Fg%2F11hzhf1mrn!19sChIJ-7CgeFGZTDARwjDi8kz9V9w?authuser=0&hl=en&rclk=1
ChIJw0InuYebTDARn8ZhGTXQfcw,MR CRAB (SHELLOUT & IKAN BAKAR),FALSE,49,FALSE,,,,,,,,Family restaurant,Family restaurant,4.7,"MR CRAB (SHELLOUT & IKAN BAKAR), UTC Food Cabin, Kampung Sena, 02000 Kangar, Perlis",https://www.google.com/maps/place/MR+CRAB+%28SHELLOUT+%26+IKAN+BAKAR%29/data=!4m7!3m6!1s0x304c9b87b92742c3:0xcc7dd0351961c69f!8m2!3d6.4363614!4d100.2012439!16s%2Fg%2F11pky3wzw8!19sChIJw0InuYebTDARn8ZhGTXQfcw?authuser=0&hl=en&rclk=1
ChIJfWu7TO6ZTDARLLz31l_QHJk,Riso Cafe,FALSE,45,FALSE,,,,,,,,Restaurant,Restaurant,3.2,"Riso Cafe, Lot 2247, Jalan Padang Behor, Kampung Padang Behor, 01000 Kangar, Perlis",https://www.google.com/maps/place/Riso+Cafe/data=!4m7!3m6!1s0x304c99ee4cbb6b7d:0x991cd05fd6f7bc2c!8m2!3d6.433587!4d100.2168718!16s%2Fg%2F11s5p7vf4p!19sChIJfWu7TO6ZTDARLLz31l_QHJk?authuser=0&hl=en&rclk=1
